Unbinned kinematic summaries of RefL0050N0752 galaxies from snap 28 using SimSpin 2.9.0 on date: 2024-07-29
/ batch no: 
6
-------------------------------------------------------------------------------------------------
'GalaxyID','lambda_re','vsigma','j','sigma_m','rotational_velocity','unique_pixels'
212,0.742271305971402,1.20815377582702,8.91111204200205,41.7357299368384,113.943830840397,900
213,0.797277961903118,1.05562705123139,21.5006955364219,42.0421438028771,123.07380653197,900
214,0.750311795361542,1.25346833859674,25.2790836268286,49.3805254635297,186.321195311754,900
215,0.512724055596099,0.639042587536771,9.41457951284445,52.6700181819842,37.1034527646632,900
216,0.796992354554266,1.36366848410206,28.698622209675,30.1868729488334,134.817386733197,900
218,0.0720945809645509,0.0842111756880059,2.50274310615707,86.4973855243185,4.80729890435597,900
219,0.340049290132829,0.269283770783733,7.14365354311383,80.6841358910925,15.6521777514139,900
22,0.237677298151575,0.177353920172349,7.83147812178061,89.6569667032412,20.7399374017693,900
220,0.860569997806206,1.39271821154387,26.6676177136141,46.4040629131455,177.844528515439,900
221,0.37674078998833,0.294224914123285,5.48755876662049,80.0903768842163,13.1016660323061,900
222,0.30213199161285,0.141542480392262,5.92036853176672,103.109240023071,31.1494051436843,900
223,0.451586855772452,0.54746552122561,11.0952576629711,63.7654069309849,17.8362721207748,900
224,0.284168104248295,0.255586140365862,6.35549999913498,93.9215462642465,33.5859876073213,900
225,0.640714327723083,0.847942707717223,7.83702373876692,49.8020322982319,128.097666609268,900
226,0.685802310827114,0.647628661131483,10.0612305010156,56.246245490246,103.033818777544,900
227,0.739975932569915,1.01277786068909,20.6520016271514,48.9519685948058,97.5141398147918,900
228,0.554368482956967,0.449437019118943,12.3282351483737,81.6838647941537,60.3059310313112,900
229,0.780219555637466,1.3389669342866,11.0171643069768,37.4454684413414,112.5293576162,900
23,0.521104904684028,0.527963722094328,13.4881056337703,60.8265108209846,54.8646427827457,900
230,0.907454002254682,1.40912561042468,17.8325193013531,46.3202224972031,193.465938312939,900
231,0.752266066517202,1.12290714738526,5.9912140264501,61.1750488425528,135.264714335263,900
232,0.828590518303317,1.31193322591514,22.0344925602432,35.6453854683105,125.775485166952,900
233,0.733429381061045,0.801800138175074,10.0317976620804,44.578511138802,52.8103024110678,900
234,0.766885866708911,1.2644149596226,17.7502742036058,40.0022411224987,87.034108159151,900
