Unbinned kinematic summaries of RefL0050N0752 galaxies from snap 28 using SimSpin 2.9.0 on date: 2024-07-29
/ batch no: 
2
-------------------------------------------------------------------------------------------------
'GalaxyID','lambda_re','vsigma','j','sigma_m','rotational_velocity','unique_pixels'
122,0.36107511239245,0.376513829726169,7.50982057547854,115.549593023844,54.9594326315065,900
123,0.876315297461904,1.36093170633101,35.2428354783005,30.8361203019407,23.7536025875508,900
124,0.546675030913293,0.475568856063296,20.8256984011899,97.5068236285842,85.1242677214464,900
125,0.833318480520916,1.39414864515992,20.3510564148617,33.2382471431051,116.981170705701,900
126,0.622849616722262,0.950408303019273,8.01296951332018,33.5004020307693,26.1308284165716,900
127,0.45224068757217,0.398345939957451,10.7317547967865,62.803741918004,69.787074429916,900
128,0.59542268435766,0.740503736741607,14.727739742004,50.3080269780965,72.6418889092206,900
129,0.556168208774625,0.570171345524509,14.7645786056802,51.8237595651637,62.6823279222919,900
13,0.498760042077914,0.826519393690855,12.2827926247735,42.4961397857399,54.4206452109565,900
130,0.513488946390461,0.751231420436747,8.03261084839731,103.471366827453,9.65041115522406,900
131,0.837688114353401,1.63033868521874,12.0335179245435,48.3169835467017,37.5371483694594,900
132,0.787309158534987,1.35214769157094,25.6156294141686,35.3900878169181,120.21639457119,900
133,0.649407398178407,0.678032776090004,3.89187988668278,39.5765117557038,47.4744863001733,900
134,0.150063051078548,0.149562033202994,4.09168611643284,67.5206396102666,0,900
135,0.410819358256584,0.315311561057747,6.9768083701806,96.8965043392596,19.5152007424689,900
136,0.507956132633069,0.665219972647645,12.3111184710096,47.7117996338176,46.5057693109005,900
137,0.702939656334107,1.20905338747051,27.1326097582518,86.9160501523531,223.194643511187,900
138,0.816668152972428,1.54050017993936,43.6829286356626,60.4946541978116,180.777612213665,900
139,0.423495711661038,0.376526330896706,10.2504007014475,60.5261188515703,49.7976604044266,900
14,0.721783191282035,1.12331509855452,26.7853915881294,57.4014232301744,115.496717614354,900
140,0.79531240024893,1.47646522878925,12.5546350008942,50.3841599139024,141.399700227462,900
141,0.873074967461078,2.49746989996314,5.61467188216512,41.5626702269202,109.673909262949,900
142,0.872759319015693,1.34984033535599,27.9389783278957,51.3997379655395,186.920187229413,900
143,0.826063616409706,1.24776517136329,23.4124322252284,33.1029942924211,73.8606745968366,900
144,0.449265331644437,0.591533546669366,8.55702696011136,71.6489401782168,53.6724610276,900
