Unbinned kinematic summaries of RefL0050N0752 galaxies from snap 28 using SimSpin 2.9.0 on date: 2024-07-29
/ batch no: 
7
-------------------------------------------------------------------------------------------------
'GalaxyID','lambda_re','vsigma','j','sigma_m','rotational_velocity','unique_pixels'
235,0.777187672142477,1.52673662407126,28.7656279829444,49.4627887598477,98.5129991776267,900
236,0.529808358690318,0.434809406531197,5.54875135820489,57.7179225039447,32.6703790318694,900
237,0.763509491863094,1.24773869315781,8.83082138030827,46.8814281819667,129.119400837024,900
238,0.170320413712449,0.14033751402716,4.58988825977214,84.9045296081902,21.0553630971616,900
239,0.708204711810479,1.04152904325347,12.7078596255136,38.982499894408,48.7280210802868,900
24,0.818300169864991,1.20007839515117,20.2327519388198,40.1369574413599,91.5944569151028,900
240,0.769797439930586,0.943197423054747,7.46712304161261,63.7652347822525,132.874222665964,900
241,0.569925285579221,0.744486529644354,13.3085995466411,41.6195348699319,81.478809754424,900
242,0.544559855305292,0.660557770529487,3.24366738765831,59.4304809420204,25.0496833299937,900
243,0.838192903443748,1.69880948584937,17.1933241259519,39.7046508928087,157.907841602003,900
244,0.735064379039968,1.10181249434333,21.1160649847289,46.2479539464169,94.2991795573502,900
245,0.784935863728029,1.47269529502709,26.6280883674431,47.0490396406876,150.439881594499,900
246,0.838643688930523,1.50968201795899,23.8359837482334,39.7405176802657,132.502230737636,900
247,0.862737522409789,1.2012708784812,27.6172534916662,45.0259244570138,145.852420227327,900
248,0.555328810522104,0.743495151501776,13.0952912091567,55.5139296861409,84.1650816910526,900
249,0.477738559277851,0.582946608860801,7.06994143306984,65.1195360239399,32.8171133235847,900
25,0.437737341461954,0.387171821503903,11.1819612252064,71.4500288095965,46.0576589202754,900
250,0.681036813263249,0.920638496731669,14.9361064992128,31.8853636521052,74.3760018794654,900
251,0.632179498296788,0.848510089046295,13.5951107483053,38.9196403552621,65.4088112651051,900
252,0.818144125986907,2.80835795945339,20.1180121734093,39.1927124699841,75.7167084820684,900
253,0.642724282233396,0.929775446979814,5.44274325272869,72.4786696862625,36.0369102063423,900
254,0.803144328161465,1.06095828849077,12.2915370609856,42.5457421474848,32.4068541887361,900
255,0.660035012933511,0.914822755824792,19.5468675755667,43.9424741044425,92.6283542980502,900
256,0.787624052968188,1.20145317889472,22.8503192150012,46.6830442674281,150.98230180618,900
257,0.774042490860519,1.17613978178268,11.4927103150887,44.1469713935537,103.714694959633,900
