Observation summaries of RefL0050N0752 galaxies from snap 28 using SimSpin 2.9.0 on date: 2024-07-29
/ batch no: 
7
-------------------------------------------------------------------------------------------------
'GalaxyID','inc_deg','twist_deg','dist_z','seeing_fwhm','major_axis_a_kpc','minor_axis_b_kpc','angle','ellipticity','sersic_index'
235,70,0,0.0499830058791369,0,5.45422439069943,3.24826837721651,113.455668357204,0.395626010957619,4.60614431073089
236,70,0,0.0499830058791369,0,12.6946584562705,8.18863707778297,65.3166381667688,0.355157946015184,1.48385951561504
237,70,0,0.0499830058791369,0,19.0580425818053,7.6515392343597,87.4802671663469,0.598516599054221,3.41340737681196
238,70,0,0.0499830058791369,0,4.97256317296567,2.31245663250226,89.7651049388984,0.540211055016658,5.78835901414061
239,70,0,0.0499830058791369,0,6.9977118164378,3.32906517833139,118.723842046294,0.535458257959752,0.888199343315831
24,70,0,0.0499830058791369,0,7.4301341672798,4.76362014057173,58.6706069889802,0.355171497355081,1.73721855435923
240,70,0,0.0499830058791369,0,16.860399473958,6.58804472823939,94.0130275213935,0.608948224363135,0.45209488182643
241,70,0,0.0499830058791369,0,3.28143908638088,1.31797993187062,87.1798918053615,0.596198152080679,2.05572805874524
242,70,0,0.0499830058791369,0,21.2270426108978,9.96900418413058,81.1950727663488,0.533846867668332,2.87605351630969
243,70,0,0.0499830058791369,0,10.0656280809188,5.57219609776282,86.6646124270947,0.442676035667679,1.06371885753301
244,70,0,0.0499830058791369,0,7.36261091645224,4.13300304114693,83.682389018135,0.43886247207383,2.14212742715685
245,70,0,0.0499830058791369,0,3.80341775052629,1.99568054173029,93.7097293947799,0.504991057085148,23.2740637762105
246,70,0,0.0499830058791369,0,7.5609650920278,3.22693902021056,89.5638007665405,0.572853498035474,1.09264471880775
247,70,0,0.0499830058791369,0,9.09492774114211,4.38294826228437,83.0422143039791,0.505944987899583,17.2369320349095
248,70,0,0.0499830058791369,0,3.77137686127893,1.47042437698646,85.2828017934294,0.607465163919361,0.76722014591864
249,70,0,0.0499830058791369,0,12.460712786593,5.48899483020451,100.182932339708,0.544459242648491,1.30489445499153
25,70,0,0.0499830058791369,0,3.01316751559871,1.67378665986398,90.8375748292799,0.451654115291715,6.03950224180905
250,70,0,0.0499830058791369,0,6.69910612287141,2.12652335816597,88.1395237232148,0.68272119119804,1.29586015739725
251,70,0,0.0499830058791369,0,2.62186932489107,1.37501795424363,107.118174386554,0.485867135302908,11.7138171034046
252,70,0,0.0499830058791369,0,9.49340393194006,5.44238735692015,85.7592873067914,0.425955745474901,1.29776082928045
253,70,0,0.0499830058791369,0,16.629316699454,10.6613928639331,75.817547422821,0.354418185625876,2.20964110088146
254,70,0,0.0499830058791369,0,21.3329288920325,5.64945706137952,79.0165529609813,0.734535962273515,0.0508384902811419
255,70,0,0.0499830058791369,0,3.97835185211242,1.53899015242678,88.4019698829464,0.615058040617173,0.565325501031152
256,70,0,0.0499830058791369,0,10.1980921650632,2.94821684614096,91.0742780692323,0.710905310278107,1.70290781884117
257,70,0,0.0499830058791369,0,14.6282365602588,3.52710868054012,89.6638627295636,0.757939383363135,0.436818552674923
