Unbinned kinematic summaries of RefL0050N0752x7_752dm galaxies from snap 28 using SimSpin 2.9.0 on date: 2024-07-29
/ batch no: 
17
-------------------------------------------------------------------------------------------------
'GalaxyID','lambda_re','vsigma','j','sigma_m','rotational_velocity','unique_pixels'
589,0.794188914755469,1.36968490567278,23.1197608205869,34.5741245375682,115.826084144691,900
59,0.655195429918579,0.838734726909801,26.6189131464455,67.1012391702467,106.39368604419,900
590,0.403393725704566,0.741116708979022,14.5713499099901,102.411198511524,41.9462862900605,900
591,0.619497811682927,0.84286004254621,18.7668718240967,74.1698274911147,132.883338621417,900
592,0.839911464789702,1.689950277271,42.7833353194199,41.9486416844206,133.726357249408,900
593,0.826950888103624,1.360554452602,25.1331736148315,36.7774466430204,122.029370662052,900
594,0.766915262675731,1.17419938126726,22.8910729848854,42.1080245220759,90.0346266198081,900
596,0.586950726822511,0.646430309531812,15.9298968633555,60.278727771498,89.9066350569854,900
597,0.685354303842792,0.479691109371796,7.16659263875565,48.3114928370583,66.2646470295176,900
599,0.740176847632114,1.01729734087013,22.1863828360283,35.7199220225301,58.3434914485069,900
600,0.586534644263918,0.536253470562287,14.4916036167278,55.5691951168456,31.8035823028366,900
601,0.876192863460083,1.43368396349419,32.8444653210708,51.0956208308423,120.487199944004,900
602,0.714988103511813,0.882999629468207,16.930268408065,40.2922922973531,65.4146494529737,900
603,0.543848574039606,0.431225934765306,14.3427271721396,88.614373164108,80.2909014622972,900
604,0.548928805963592,0.489224305258131,15.653954711841,66.7356464722887,64.368649823467,900
605,0.712983971847985,0.947336411237971,25.8827600197416,57.1419460914458,128.941323635278,900
606,0.420882573121701,0.436950179897747,10.1940402565654,51.5049610784964,40.8432062297672,900
607,0.759836988582629,0.682539044291623,13.0751025252362,57.4874306292852,115.743475038131,900
608,0.77551113877073,0.726687406147087,19.1925632062634,41.3403250659374,78.7420411833105,900
609,0.700444535530098,0.832840870296109,26.60515583715,66.1418806492541,121.246651416208,900
61,0.311061870164269,0.339720070877403,6.40729236239239,71.698466065381,13.6530306700459,900
610,0.464188783057984,0.309177866878309,13.039983461459,86.2543733418254,80.9687599357193,900
611,0.63498910851735,0.649361846684593,18.1967926242571,65.8819152363562,99.7712635284686,900
