Observation summaries of RefL0050N0752x7_752dm galaxies from snap 28 using SimSpin 2.9.0 on date: 2024-07-29
/ batch no: 
7
-------------------------------------------------------------------------------------------------
'GalaxyID','inc_deg','twist_deg','dist_z','seeing_fwhm','major_axis_a_kpc','minor_axis_b_kpc','angle','ellipticity','sersic_index'
313,70,0,0.0499830058791369,0,10.0837292790055,4.68606804095961,80.3759081674755,0.538857741170979,1.5471541404987
314,70,0,0.0499830058791369,0,11.371128368882,4.54179571184053,92.8192042588193,0.599331509643532,3.42271803751525
315,70,0,0.0499830058791369,0,14.2457579590965,5.68920174510699,94.2071422092383,0.600244374124857,0.623420447521615
316,70,0,0.0499830058791369,0,11.0769363579927,3.38493153189554,108.226663404029,0.695516167087247,0.830999915268979
317,70,0,0.0499830058791369,0,8.30955117050165,3.90879914080013,87.6560234850007,0.520812103319474,3.52156686543914
318,70,0,0.0499830058791369,0,4.93709506301605,1.83663432376901,90.8960915844572,0.601577691676471,2.0365340985308
320,70,0,0.0499830058791369,0,5.45577068809241,3.4793318361244,125.329854612673,0.383799523169383,2.52171932495459
321,70,0,0.0499830058791369,0,20.9259106943859,4.86948755638039,83.4807976488233,0.767541116482491,4.91404121594478
322,70,0,0.0499830058791369,0,16.486628356401,4.97779502664935,86.1372297392316,0.697844430055963,0.672624165372798
323,70,0,0.0499830058791369,0,7.77501941890337,3.2153464292253,83.7730413689892,0.584630517192507,1.82494749835606
324,70,0,0.0499830058791369,0,14.2730062882811,4.92004778636469,91.7468878431603,0.6500897534601,0.613092200284573
325,70,0,0.0499830058791369,0,13.4081093597469,5.92131350938131,92.8519851640729,0.554604109365742,0.769636441658985
326,70,0,0.0499830058791369,0,14.2624000673873,5.61067304059895,90.7606871332441,0.605486593902225,0.286484018446841
327,70,0,0.0499830058791369,0,13.19245631136,3.0369989639206,93.5160532531215,0.76946480090752,2.08878099198794
329,70,0,0.0499830058791369,0,4.70309784030374,1.84900853084837,84.0514016013665,0.606169922140348,4.75830801347272
330,70,0,0.0499830058791369,0,17.3540816209983,11.750335472516,97.6749765625419,0.323629826514683,0.359909159645375
331,70,0,0.0499830058791369,0,7.55552232833813,3.07773218990523,89.9488541712089,0.587737680441505,1.9072659307988
332,70,0,0.0499830058791369,0,4.05368750877556,2.45510053001555,28.5100909543915,0.355364127572773,1.84692657250595
333,70,0,0.0499830058791369,0,15.2633156182617,11.9799035846009,45.2888736630305,0.220545222864391,0.745848497318975
335,70,0,0.0499830058791369,0,3.41235997206992,1.43717331901568,89.6349936724779,0.581549821520223,4.09443503471884
336,70,0,0.0499830058791369,0,5.42821331557004,2.21371075139731,87.7753859407957,0.567538676495933,5.41378502815326
337,70,0,0.0499830058791369,0,7.39695897427554,3.45205632133773,116.769509994636,0.520736497358674,3.39423029208945
338,70,0,0.0499830058791369,0,4.09554997906695,2.82756608128316,111.316402573384,0.307597107690374,10.1584826977224
339,70,0,0.0499830058791369,0,6.94446155133427,2.51710182027694,60.9191882940124,0.62958587570738,1.42364981614533
34,70,0,0.0634820351183218,0,8.66659401236389,4.15752293513081,87.2833847558414,0.533441201023273,3.6300378705489
