Unbinned kinematic summaries of RefL0050N0752x7_752dm galaxies from snap 28 using SimSpin 2.9.0 on date: 2024-07-29
/ batch no: 
4
-------------------------------------------------------------------------------------------------
'GalaxyID','lambda_re','vsigma','j','sigma_m','rotational_velocity','unique_pixels'
220,0.862961396533298,1.62211658257257,34.0155850347618,43.1283907675885,151.860716603341,900
221,0.587919987058865,0.532102797426952,11.6460803660729,73.7852024808842,55.0194517721638,900
222,0.259965709056819,0.123027983072367,5.3542011827339,100.702896651462,32.9802783145416,900
223,0.356989095621054,0.244052621680356,8.64621260899246,80.1757164844378,11.4576133375991,900
224,0.29367367395148,0.157186997122634,5.04254914482667,85.8309583051915,10.4346631808922,900
225,0.329783642784953,0.214571529701363,6.38632363122644,72.9742063951517,32.1483433954429,900
226,0.863114874153285,1.37785295679165,30.7436574054324,46.612235107824,129.43711280809,900
228,0.560563221097396,0.543215589106612,17.7053386062738,75.6118782075804,83.4013781992479,900
229,0.831075082582703,1.24474308636616,25.7214712086863,42.8201902567636,136.301675784416,900
23,0.635789434209278,0.857191235506221,18.2416516965754,47.4448766693222,69.598604663546,900
230,0.469155003508425,0.362618610116586,11.098588871472,69.3052585542173,42.5633723296464,900
231,0.51255789283066,0.505056932633277,15.8415627780185,74.6395243526647,69.5537256055034,900
232,0.808909992028993,1.1964245759957,7.88473829399023,48.6578222218551,113.752391434211,900
233,0.73247880345511,0.894104514434867,13.8847348912278,32.4703595533639,65.911554226042,900
234,0.815994424100783,1.28843006685998,22.1499148166482,38.0516465458992,100.982034030551,900
235,0.349443218918983,0.538693819770582,8.32686985469786,72.0644910842317,24.0289588096589,900
236,0.839110090631629,1.2323685866649,41.8429948175708,59.3064846529837,134.504554141225,900
237,0.772387431180082,1.01015065352074,11.8525918988355,48.180307421186,114.908555747491,900
238,0.362071158328779,0.303782704078302,11.5619501635355,80.7866656020829,15.7168817967083,900
239,0.79059686783009,2.96591574961645,29.2676482110777,54.2764756233495,114.342602042605,900
240,0.586343471412572,0.446439258866794,3.38784152198396,67.5043644257306,48.8709902541404,900
242,0.635844715534593,0.595229019631814,13.8805367963178,48.1170220493208,58.88327063144,900
244,0.733003044228482,0.639039603208444,13.2925583959828,51.464493278761,86.1582387955042,900
247,0.661761114844201,1.32839553624604,18.3018847641432,62.8700442057761,68.7296395984748,900
249,0.86481335423782,1.81546508125645,31.7580430854805,27.9302518342165,136.370560728664,900
